Deep size	Num units	Learning rate	Batch size	MSE	Tiempo de ejecución
3	200	0.0001	16	0.03134153410792351	82.79127907752991
2	200	0.0001	16	0.032118964940309525	48.28004169464111
4	100	0.0001	16	0.032300639897584915	45.84954237937927
3	100	0.0001	16	0.03403804823756218	45.363802671432495
2	100	0.0001	16	0.034521620720624924	46.584476709365845
4	200	0.001	16	0.036285657435655594	21.304758310317993
2	100	0.001	16	0.03890568017959595	12.35003137588501
4	200	0.0001	16	0.039516013115644455	21.249553680419922
2	200	0.001	16	0.040337879210710526	9.379066705703735
3	100	0.001	16	0.04650065675377846	8.372406721115112
3	200	0.001	16	0.047348324209451675	15.42040228843689
4	200	1e-05	16	0.049241602420806885	61.93728423118591
4	100	0.001	16	0.06448283791542053	11.175946235656738
4	100	1e-05	16	0.07610070705413818	67.1832823753357
3	200	1e-05	16	0.08618701249361038	70.97081065177917
3	100	1e-05	16	0.17351463437080383	45.62894821166992
2	200	1e-05	16	0.5983596444129944	48.46231174468994
2	100	1e-05	16	2.790975570678711	48.25539946556091
